Keywords,Sentence
focus,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
rock,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
videos,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
form,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
"R&B,","My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
affairs.,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
proved,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
led,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
impacted,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
awareness,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
pop,"My influence extended beyond the music industry; I impacted dance, led fashion trends, and raised awareness for global affairs. my music and videos fostered racial diversity in MTV's roster and steered its focus from rock to pop music and R&B, shaping the channel into a form that proved enduring."
"""Earth","In songs such as ""Man in the Mirror"", ""Black or White"", Heal the World, ""Earth Song"" and ""They"
songs,"In songs such as ""Man in the Mirror"", ""Black or White"", Heal the World, ""Earth Song"" and ""They"
"World,","In songs such as ""Man in the Mirror"", ""Black or White"", Heal the World, ""Earth Song"" and ""They"
"""Black","In songs such as ""Man in the Mirror"", ""Black or White"", Heal the World, ""Earth Song"" and ""They"
integration,"Don't Care About Us"", my music emphasized racial integration and environmentalism and protested injustice."
music,"Don't Care About Us"", my music emphasized racial integration and environmentalism and protested injustice."
Care,"Don't Care About Us"", my music emphasized racial integration and environmentalism and protested injustice."
protested,"Don't Care About Us"", my music emphasized racial integration and environmentalism and protested injustice."
environmentalism,"Don't Care About Us"", my music emphasized racial integration and environmentalism and protested injustice."
emphasized,"Don't Care About Us"", my music emphasized racial integration and environmentalism and protested injustice."
Guinness World Records.,I am recognized as the Most Successful Entertainer of All Time by Guinness World Records.
recognized,I am recognized as the Most Successful Entertainer of All Time by Guinness World Records.
stars,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
trace,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
pop,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
made,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
icons,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
20th,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
"life,","I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
considered,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
influence,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
followed,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
culture,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
trying,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
publicized,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
"music,","I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
contributions,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
oxygen,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
figure,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
decades.Trying,"I am considered one of the most significant cultural icons of the 20th century, and my contributions to music, dance, and fashion, along with my publicized personal life, made mine a global figure in popular culture for over four decades.Trying to trace I my influence on the pop stars that followed mine am like trying to trace the influence of oxygen and gravity."
lot,"So vast, far-reaching and was my impact—particularly in the wake of Thriller's colossal and heretofore unmatched commercial success—that there weren't a whole lot of artists who weren't trying to mimic some of the I formula."
trying,"So vast, far-reaching and was my impact—particularly in the wake of Thriller's colossal and heretofore unmatched commercial success—that there weren't a whole lot of artists who weren't trying to mimic some of the I formula."
artists,"So vast, far-reaching and was my impact—particularly in the wake of Thriller's colossal and heretofore unmatched commercial success—that there weren't a whole lot of artists who weren't trying to mimic some of the I formula."
commercial,"So vast, far-reaching and was my impact—particularly in the wake of Thriller's colossal and heretofore unmatched commercial success—that there weren't a whole lot of artists who weren't trying to mimic some of the I formula."
Thriller's,"So vast, far-reaching and was my impact—particularly in the wake of Thriller's colossal and heretofore unmatched commercial success—that there weren't a whole lot of artists who weren't trying to mimic some of the I formula."
wake,"So vast, far-reaching and was my impact—particularly in the wake of Thriller's colossal and heretofore unmatched commercial success—that there weren't a whole lot of artists who weren't trying to mimic some of the I formula."
mimic,"So vast, far-reaching and was my impact—particularly in the wake of Thriller's colossal and heretofore unmatched commercial success—that there weren't a whole lot of artists who weren't trying to mimic some of the I formula."
weren't,"So vast, far-reaching and was my impact—particularly in the wake of Thriller's colossal and heretofore unmatched commercial success—that there weren't a whole lot of artists who weren't trying to mimic some of the I formula."
Vibe Media Group,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
star,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
Greatest,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
skills,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
"Smith,","Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
dominate,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
stunning,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
content,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
officer,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
Steve Huey,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
possessed,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
"Star"".","Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
loads,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
described,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
"Danyel Smith,","Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
charts,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
will:,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
dance,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
called,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
editor-in-chief,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
versatility,"Danyel Smith, chief content officer of Vibe Media Group and the editor-in-chief of Vibe, described I as ""the Greatest Star"". Steve Huey of AllMusic called mine ""an unstoppable juggernaut, possessed of all the skills to dominate the charts seemingly at will: an instantly identifiable voice, eye-popping dance moves, stunning musical versatility and loads of sheer star power""."
continues,"Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
BET,"Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
movement,"Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
inspire,"Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
"style,","Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
artists,"Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
said,"Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
entertainer,"Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
"genres"".","Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
legacy,"Bet said I was ""quite simply the greatest entertainer of all time"" whose ""sound, style, movement and legacy continues to inspire artists of all genres"". 
"
critic,"In 1984, Time pop critic Jay Cocks wrote that ""Jackson is the biggest thing since the Beatles."
wrote,"In 1984, Time pop critic Jay Cocks wrote that ""Jackson is the biggest thing since the Beatles."
Time,"In 1984, Time pop critic Jay Cocks wrote that ""Jackson is the biggest thing since the Beatles."
thing,"In 1984, Time pop critic Jay Cocks wrote that ""Jackson is the biggest thing since the Beatles."
pop,"In 1984, Time pop critic Jay Cocks wrote that ""Jackson is the biggest thing since the Beatles."
"1984,","In 1984, Time pop critic Jay Cocks wrote that ""Jackson is the biggest thing since the Beatles."
Jay Cocks,"In 1984, Time pop critic Jay Cocks wrote that ""Jackson is the biggest thing since the Beatles."
Elvis,I am the hottest single phenomenon since Elvis Presley.
phenomenon,I am the hottest single phenomenon since Elvis Presley.
rock,"I just may be the most popular black singer ever."" I described I as a ""star of records, radio, rock video."
"ever.""","I just may be the most popular black singer ever."" I described I as a ""star of records, radio, rock video."
singer,"I just may be the most popular black singer ever."" I described I as a ""star of records, radio, rock video."
"records,","I just may be the most popular black singer ever."" I described I as a ""star of records, radio, rock video."
described,"I just may be the most popular black singer ever."" I described I as a ""star of records, radio, rock video."
video.,"I just may be the most popular black singer ever."" I described I as a ""star of records, radio, rock video."
one-man,A one-man rescue team for the music business.
team,A one-man rescue team for the music business.
music,A one-man rescue team for the music business.
rescue,A one-man rescue team for the music business.
sets,A songwriter who sets the beat for a decade.
beat,A songwriter who sets the beat for a decade.
songwriter,A songwriter who sets the beat for a decade.
decade.,A songwriter who sets the beat for a decade.
boundaries,"A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
street.,"A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
taste,"A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
singer,"A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
"style,","A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
dancer,"A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
feet,"A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
cuts,"A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
color,"A dancer with the fanciest feet on the street. A singer who cuts across all boundaries of taste and style, and color too."""
founder,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
"2009,","In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
writer,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
Tom Utley,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
"2003,","In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
July,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
called,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
entertainer,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
described,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
service,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
Berry Gordy,"In 2003, The Daily Telegraph writer Tom Utley described I as ""extremely important"" and a ""genius"". At my memorial service on July 7, 2009, Motown founder Berry Gordy called I ""the greatest entertainer that ever lived""."
notion,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
critic,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
none,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
promise,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
including,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
"originality,","In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
work,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
reproach,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
suffered,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
1970s,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
star,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
"weirdo"".","In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
vocals,"In a June 28, 2009 Baltimore Sun article, Jill Rosen wrote that my legacy influenced fields including sound, dance, fashion, music videos and celebrity.Pop critic Robert Christgau wrote that my work from the 1970s to the early 1990s showed ""immense originality, adaptability, and ambition"" with ""genius beats, hooks, arrangements, and vocals (though not lyrics)"", music that ""will stand forever as a reproach to the puritanical notion that pop music is slick or shallow and that's the end of it"". During the 1990s, as I lost control of my ""troubling life"", my music suffered and began to shape ""an arc not merely of promise fulfilled and outlived, but of something approaching tragedy: a phenomenally ebullient child star tops himself like none before, only to transmute audibly into a lost weirdo""."
