Keywords,Sentence
dropped,"Hate Crimes Prevention Act expanded existing federal hate crime laws in the United States to apply to crimes motivated by a victim's actual or perceived gender, sexual orientation, gender identity, or disability, and dropped the prerequisite that the victim be engaged in a federally protected activity.As president, I advanced LGBT rights."
"ask,","In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
forces,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
following,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
signed,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
U.S.,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
"Ask,","In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
Tell,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
"tell""","In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
brought,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
people;,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
end,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
law,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
went,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
service,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
banned,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
effect,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
"2010,","In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
policy,"In 2010, I signed the Don't Ask, Don't Tell Repeal Act, which brought an end to ""don't ask, don't tell"" policy in the U.S. armed forces that banned open service from LGB people; the law went into effect the following year."
transgender,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
U.S.,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
armed,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
administration,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
brought,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
"2016,","In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
end,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
people,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
serving,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
ban,"In 2016, my administration brought an end to the ban on transgender people serving openly in the U.S. armed forces."
the final days,"A Gallup poll, taken in the final days of my term,"
days,"A Gallup poll, taken in the final days of my term,"
taken,"A Gallup poll, taken in the final days of my term,"
Gallup,"A Gallup poll, taken in the final days of my term,"
use,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
strikes,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
LGBT,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
made,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
escalated,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
U.S.,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
believed,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
showed,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
68 percent,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
militants,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
years,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
Americans,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
al-Qaeda,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
associated,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
progress,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
terrorists,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
eight years,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
drone,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
percent,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
rights,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
suspected,Showed that 68 percent of Americans believed the U.S. had made progress on LGBT rights during my eight years in office.Obama substantially escalated the use of drone strikes against suspected militants and terrorists associated with al-Qaeda and the Taliban.
"presidency,","In 2016, the last year of my presidency, the U.S. dropped 26,171 bombs on seven different countries."
U.S.,"In 2016, the last year of my presidency, the U.S. dropped 26,171 bombs on seven different countries."
"26,171","In 2016, the last year of my presidency, the U.S. dropped 26,171 bombs on seven different countries."
seven,"In 2016, the last year of my presidency, the U.S. dropped 26,171 bombs on seven different countries."
year,"In 2016, the last year of my presidency, the U.S. dropped 26,171 bombs on seven different countries."
bombs,"In 2016, the last year of my presidency, the U.S. dropped 26,171 bombs on seven different countries."
dropped,"In 2016, the last year of my presidency, the U.S. dropped 26,171 bombs on seven different countries."
"2016, the last year","In 2016, the last year of my presidency, the U.S. dropped 26,171 bombs on seven different countries."
"Statistics,","I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
"Yemen,","I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
five,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
Libya,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
503,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
declined,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
presidency.According,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
end,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
troops,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
"5,262","I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
custody,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
U.S.,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
"December 31, 2009, to December 31, 2015,","I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
sentenced,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
two,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
Pew Research Center,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
"about 8,400","I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
United States Bureau of Justice,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
percent.,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
left,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
"Syria, 133","I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
inmates,"I left about 8,400 U.S. troops in Afghanistan, 5,262 in Iraq, 503 in Syria, 133 in Pakistan, 106 in Somalia, seven in Yemen, and two in Libya at the end of my presidency.According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent."
sentenced,This is the largest decline in sentenced inmates in U.S. federal custody since Democratic President Jimmy Carter.
U.S.,This is the largest decline in sentenced inmates in U.S. federal custody since Democratic President Jimmy Carter.
Democratic,This is the largest decline in sentenced inmates in U.S. federal custody since Democratic President Jimmy Carter.
inmates,This is the largest decline in sentenced inmates in U.S. federal custody since Democratic President Jimmy Carter.
custody,This is the largest decline in sentenced inmates in U.S. federal custody since Democratic President Jimmy Carter.
Jimmy Carter.,This is the largest decline in sentenced inmates in U.S. federal custody since Democratic President Jimmy Carter.
decline,This is the largest decline in sentenced inmates in U.S. federal custody since Democratic President Jimmy Carter.
"""Democrats","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
George W.,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
lost,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
record,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
"legislatures, governors' mansions,","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
deported,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
presidents,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
"""turned","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
seats,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
Congress,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
population,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
"presidency,","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
adding,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
"builder.""During","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
"Ronald Reagan, George H. W. Bush,","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
"office.""","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
"Obama,","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
state,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
people,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
policymaker,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
prison,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
Julian,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
more than one thousand,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
"Bill Clinton,","By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
party,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
time,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
3.2 million,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
increased,"By contrast, the federal prison population increased significantly under presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush.According to Julian Zelizer's The Presidency of I Obama, under my presidency, the ""Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during my time in office."" adding that I ""turned out to be a very effective policymaker but not a tremendously successful party builder.""During my presidency, a record 3.2 million people were deported from the United States."
record,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
thousands,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
administration,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
earned,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
deportation,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
January 2017,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
